time,moisture0,moisture1,moisture2,moisture3,moisture4
2468,0.24,0.57,0.51,0.11,0.02
2469,0.24,0.54,0.51,0.11,0.02
2470,0.24,0.51,0.51,0.11,0.02
2471,0.24,0.5,0.5,0.11,0.02
2472,0.24,0.51,0.5,0.11,0.02
2473,0.24,0.52,0.5,0.11,0.02
2474,0.24,0.48,0.5,0.1,0.02
2475,0.24,0.42,0.5,0.13,0.03
2476,0.24,0.25,0.5,0.11,0.02
2477,0.24,0.25,0.5,0.11,0.02
2478,0.24,0.32,0.5,0.13,0.02
2479,0.24,0.33,0.5,0.14,0.02
2480,0.24,0.36,0.5,0.16,0.02
2481,0.24,0.28,0.5,0.16,0.02
2482,0.24,0.25,0.5,0.16,0.02
2483,0.24,0.24,0.5,0.15,0.02
2484,0.24,0.24,0.5,0.14,0.02
2485,0.24,0.24,0.5,0.14,0.03
2486,0.24,0.25,0.5,0.13,0.02
2487,0.24,0.24,0.5,0.13,0.02
2488,0.24,0.24,0.5,0.13,0.02
2489,0.24,0.25,0.5,0.12,0.02
2490,0.24,0.24,0.51,0.12,0.02
2491,0.24,0.24,0.51,0.12,0.02
2492,0.24,0.26,0.51,0.12,0.02
2493,0.24,0.39,0.51,0.12,0.02
2494,0.24,0.4,0.5,0.11,0.02
2495,0.24,0.39,0.52,0.11,0.02
2496,0.24,0.36,0.52,0.11,0.02
2497,0.24,0.31,0.51,0.1,0.02
2498,0.24,0.29,0.51,0.1,0.02
2499,0.24,0.24,0.51,0.1,0.02
2500,0.24,0.26,0.51,0.1,0.02
2501,0.24,0.24,0.51,0.1,0.02
2502,0.24,0.24,0.51,0.1,0.02
2503,0.24,0.25,0.51,0.1,0.02
2504,0.24,0.24,0.51,0.1,0.02
2505,0.24,0.24,0.5,0.1,0.02
2506,0.27,0.26,0.51,0.12,0.03
2507,0.24,0.24,0.51,0.1,0.02
2508,0.24,0.24,0.51,0.1,0.02
2509,0.24,0.23,0.51,0.1,0.02
2510,0.24,0.24,0.51,0.1,0.02
2511,0.24,0.26,0.51,0.1,0.02
2512,0.24,0.24,0.51,0.1,0.02
2513,0.24,0.24,0.51,0.1,0.02
2514,0.24,0.24,0.51,0.11,0.02
2515,0.24,0.24,0.51,0.11,0.02
2516,0.24,0.24,0.51,0.15,0.03
2517,0.24,0.29,0.51,0.12,0.02
2518,0.24,0.39,0.51,0.11,0.02
2519,0.24,0.33,0.51,0.1,0.02
2520,0.24,0.44,0.51,0.1,0.02
2521,0.24,0.44,0.51,0.1,0.02
2522,0.24,0.47,0.51,0.1,0.02
2523,0.24,0.46,0.51,0.1,0.02
2524,0.24,0.46,0.51,0.11,0.02
2525,0.24,0.43,0.51,0.13,0.02
2526,0.24,0.43,0.51,0.14,0.02
2527,0.24,0.49,0.51,0.14,0.02
2528,0.24,0.47,0.51,0.14,0.02
2529,0.24,0.49,0.51,0.14,0.02
2530,0.24,0.48,0.51,0.14,0.02
2531,0.23,0.4,0.51,0.14,0.02
2532,0.23,0.48,0.51,0.13,0.02
2533,0.23,0.49,0.51,0.13,0.02
2534,0.24,0.44,0.51,0.13,0.02
2535,0.23,0.34,0.51,0.13,0.02
2536,0.23,0.31,0.51,0.12,0.02
2537,0.25,0.33,0.54,0.14,0.03
2538,0.23,0.35,0.54,0.13,0.02
2539,0.24,0.37,0.54,0.13,0.02
2540,0.24,0.45,0.54,0.14,0.02
2541,0.24,0.49,0.54,0.15,0.02
2542,0.24,0.51,0.54,0.14,0.02
2543,0.24,0.53,0.54,0.14,0.03
2544,0.24,0.53,0.54,0.13,0.03
2545,0.24,0.55,0.54,0.13,0.03
2546,0.24,0.54,0.54,0.12,0.03
2547,0.27,0.46,0.53,0.14,0.03
2548,0.23,0.29,0.53,0.11,0.02
2549,0.23,0.29,0.53,0.11,0.02
2550,0.23,0.29,0.53,0.11,0.02
2551,0.23,0.28,0.53,0.11,0.02
2552,0.23,0.28,0.53,0.11,0.02
2553,0.23,0.28,0.52,0.1,0.02
2554,0.24,0.28,0.52,0.1,0.02
2555,0.23,0.37,0.53,0.1,0.02
2556,0.23,0.28,0.53,0.1,0.02
2557,0.23,0.35,0.53,0.13,0.03
2558,0.23,0.27,0.52,0.1,0.02
2559,0.23,0.27,0.52,0.1,0.02
2560,0.23,0.37,0.52,0.1,0.02
2561,0.23,0.36,0.52,0.1,0.02
2562,0.23,0.4,0.52,0.1,0.02
2563,0.23,0.27,0.52,0.09,0.02
2564,0.23,0.31,0.52,0.1,0.02
2565,0.23,0.33,0.52,0.1,0.02
2566,0.23,0.33,0.52,0.1,0.02
2567,0.23,0.36,0.52,0.1,0.02
2568,0.23,0.37,0.52,0.1,0.02
2569,0.23,0.45,0.52,0.1,0.02
2570,0.23,0.45,0.52,0.1,0.02
2571,0.23,0.44,0.51,0.1,0.02
2572,0.23,0.38,0.51,0.1,0.02
2573,0.23,0.34,0.5,0.11,0.02
2574,0.24,0.3,0.51,0.12,0.02
2575,0.24,0.31,0.5,0.14,0.02
2576,0.24,0.3,0.51,0.14,0.02
2577,0.24,0.27,0.51,0.15,0.02
2578,0.27,0.3,0.51,0.17,0.03
2579,0.23,0.28,0.51,0.16,0.02
2580,0.24,0.27,0.5,0.16,0.02
2581,0.24,0.36,0.51,0.15,0.02
2582,0.24,0.34,0.51,0.15,0.02
2583,0.24,0.33,0.5,0.14,0.02
2584,0.23,0.29,0.51,0.14,0.02
2585,0.23,0.26,0.51,0.13,0.02
2586,0.24,0.26,0.51,0.13,0.02
2587,0.23,0.26,0.51,0.13,0.02
2588,0.23,0.26,0.52,0.15,0.03
2589,0.23,0.26,0.51,0.12,0.02
2590,0.23,0.29,0.51,0.12,0.02
2591,0.23,0.28,0.51,0.12,0.02
2592,0.23,0.29,0.51,0.12,0.02
2593,0.23,0.27,0.51,0.11,0.02
2594,0.23,0.26,0.51,0.11,0.02
2595,0.23,0.26,0.51,0.11,0.02
2596,0.23,0.26,0.51,0.11,0.02
2597,0.23,0.26,0.51,0.11,0.02
2598,0.23,0.26,0.52,0.1,0.03
2599,0.23,0.25,0.53,0.1,0.02
2600,0.23,0.28,0.53,0.1,0.02
2601,0.23,0.28,0.53,0.1,0.02
2602,0.23,0.27,0.52,0.11,0.02
2603,0.23,0.26,0.52,0.1,0.02
2604,0.23,0.25,0.52,0.1,0.02
2605,0.23,0.25,0.52,0.1,0.02
2606,0.23,0.25,0.52,0.1,0.02
2607,0.23,0.25,0.52,0.1,0.02
2608,0.23,0.25,0.52,0.1,0.02
2609,0.23,0.3,0.52,0.1,0.02
2610,0.23,0.31,0.52,0.1,0.02
2611,0.23,0.29,0.52,0.1,0.02
2612,0.23,0.28,0.52,0.1,0.02
2613,0.23,0.26,0.52,0.1,0.02
2614,0.23,0.25,0.52,0.11,0.02
2615,0.23,0.25,0.52,0.11,0.02
2616,0.23,0.25,0.52,0.13,0.02
2617,0.23,0.25,0.52,0.14,0.02
2618,0.23,0.25,0.52,0.16,0.02
2619,0.26,0.27,0.52,0.18,0.03
2620,0.23,0.25,0.52,0.16,0.02
2621,0.23,0.25,0.52,0.16,0.02
2622,0.23,0.25,0.52,0.15,0.02
2623,0.23,0.21,0.52,0.15,0.02
2624,0.23,0.21,0.52,0.14,0.02
2625,0.23,0.21,0.52,0.14,0.02
2626,0.23,0.22,0.51,0.13,0.02
2627,0.23,0.23,0.52,0.13,0.02
2628,0.23,0.23,0.51,0.13,0.02
2629,0.23,0.23,0.51,0.17,0.03
2630,0.23,0.23,0.52,0.12,0.02
2631,0.23,0.23,0.52,0.12,0.02
2632,0.23,0.24,0.51,0.12,0.02
2633,0.23,0.24,0.52,0.12,0.02
2634,0.23,0.24,0.52,0.12,0.02
2635,0.23,0.24,0.52,0.11,0.02
2636,0.23,0.24,0.52,0.11,0.02
2637,0.23,0.23,0.52,0.11,0.02
2638,0.23,0.23,0.52,0.11,0.02
2639,0.23,0.23,0.52,0.11,0.02
2640,0.23,0.24,0.52,0.11,0.02
2641,0.23,0.24,0.52,0.11,0.02
2642,0.23,0.24,0.52,0.1,0.02
2643,0.23,0.24,0.52,0.1,0.02
2644,0.23,0.24,0.52,0.1,0.02
2645,0.23,0.24,0.51,0.1,0.02
2646,0.23,0.23,0.52,0.1,0.02
2647,0.23,0.23,0.51,0.1,0.02
2648,0.23,0.23,0.51,0.1,0.02
2649,0.23,0.3,0.52,0.1,0.02
2650,0.25,0.38,0.52,0.11,0.03
2651,0.23,0.4,0.52,0.1,0.02
2652,0.23,0.47,0.52,0.1,0.02
2653,0.23,0.49,0.52,0.1,0.02
2654,0.23,0.49,0.51,0.11,0.02
2655,0.23,0.47,0.52,0.11,0.02
2656,0.23,0.47,0.52,0.11,0.02
2657,0.23,0.46,0.52,0.13,0.02
2658,0.23,0.46,0.52,0.14,0.02
2659,0.23,0.45,0.52,0.16,0.02
2660,0.27,0.46,0.53,0.19,0.03
2661,0.23,0.46,0.53,0.17,0.02
2662,0.23,0.44,0.53,0.16,0.02
2663,0.23,0.42,0.53,0.16,0.02
2664,0.23,0.42,0.53,0.15,0.02
2665,0.23,0.4,0.53,0.14,0.02
2666,0.23,0.37,0.52,0.14,0.02
2667,0.23,0.35,0.52,0.13,0.02
2668,0.23,0.24,0.52,0.13,0.02
2669,0.23,0.24,0.52,0.13,0.02
2670,0.23,0.24,0.52,0.16,0.03
2671,0.22,0.23,0.52,0.12,0.02
2672,0.23,0.23,0.52,0.12,0.02
2673,0.22,0.24,0.52,0.12,0.02
2674,0.23,0.24,0.51,0.12,0.02
2675,0.22,0.24,0.51,0.11,0.02
2676,0.22,0.25,0.52,0.11,0.02
2677,0.22,0.25,0.52,0.11,0.02
2678,0.22,0.25,0.52,0.11,0.02
2679,0.22,0.27,0.51,0.11,0.02
2680,0.22,0.24,0.51,0.11,0.02
2681,0.22,0.25,0.52,0.11,0.02
2682,0.22,0.24,0.51,0.11,0.02
2683,0.22,0.24,0.51,0.11,0.02
2684,0.22,0.24,0.52,0.11,0.02
2685,0.22,0.24,0.52,0.1,0.02
2686,0.22,0.24,0.52,0.1,0.02
2687,0.22,0.24,0.52,0.1,0.02
2688,0.22,0.24,0.52,0.1,0.02
2689,0.21,0.24,0.52,0.1,0.02
2690,0.21,0.24,0.52,0.1,0.02
2691,0.25,0.26,0.52,0.12,0.03
2692,0.21,0.24,0.52,0.1,0.02
2693,0.21,0.24,0.52,0.1,0.02
2694,0.22,0.24,0.52,0.1,0.02
2695,0.22,0.24,0.52,0.1,0.02
2696,0.22,0.24,0.52,0.11,0.02
2697,0.22,0.24,0.52,0.11,0.02
2698,0.22,0.24,0.52,0.14,0.02
2699,0.22,0.24,0.52,0.16,0.02
2700,0.22,0.24,0.52,0.17,0.02
2701,0.22,0.24,0.53,0.19,0.03
2702,0.22,0.24,0.52,0.16,0.02
2703,0.22,0.24,0.52,0.15,0.02
2704,0.22,0.24,0.52,0.15,0.02
2705,0.22,0.24,0.52,0.14,0.02
2706,0.22,0.24,0.51,0.14,0.02
2707,0.22,0.25,0.51,0.13,0.02
2708,0.22,0.25,0.52,0.13,0.02
2709,0.22,0.25,0.52,0.13,0.02
2710,0.22,0.25,0.52,0.12,0.02
2711,0.22,0.25,0.52,0.12,0.03
2712,0.22,0.25,0.52,0.12,0.02
2713,0.22,0.25,0.52,0.12,0.02
2714,0.22,0.25,0.52,0.12,0.02
2715,0.22,0.25,0.52,0.12,0.02
2716,0.22,0.25,0.52,0.12,0.02
2717,0.22,0.25,0.52,0.11,0.02
2718,0.22,0.25,0.52,0.11,0.02
2719,0.22,0.25,0.51,0.11,0.02
2720,0.22,0.25,0.52,0.11,0.02
2721,0.22,0.35,0.51,0.1,0.02
2722,0.23,0.4,0.52,0.1,0.02
2723,0.22,0.43,0.52,0.1,0.02
2724,0.23,0.46,0.52,0.1,0.02
2725,0.23,0.47,0.52,0.1,0.02
2726,0.23,0.48,0.52,0.1,0.02
2727,0.23,0.48,0.52,0.1,0.02
2728,0.23,0.47,0.52,0.1,0.02
2729,0.23,0.46,0.52,0.1,0.02
2730,0.23,0.43,0.52,0.1,0.02
2731,0.23,0.42,0.52,0.1,0.02
2732,0.26,0.4,0.52,0.12,0.03
2733,0.23,0.37,0.52,0.11,0.02
2734,0.23,0.37,0.52,0.11,0.02
2735,0.23,0.4,0.52,0.11,0.02
2736,0.23,0.39,0.52,0.12,0.02
2737,0.23,0.4,0.52,0.16,0.02
2738,0.23,0.39,0.52,0.17,0.02
2739,0.23,0.34,0.51,0.16,0.02
2740,0.23,0.33,0.51,0.16,0.02
2741,0.23,0.34,0.51,0.15,0.02
2742,0.23,0.36,0.53,0.18,0.03
2743,0.23,0.35,0.51,0.14,0.02
2744,0.23,0.34,0.51,0.13,0.02
2745,0.23,0.32,0.52,0.13,0.02
2746,0.22,0.3,0.52,0.13,0.02
2747,0.22,0.32,0.52,0.13,0.02
2748,0.22,0.34,0.52,0.13,0.02
2749,0.22,0.35,0.51,0.12,0.02
2750,0.22,0.38,0.51,0.12,0.02
2751,0.22,0.4,0.52,0.12,0.02
2752,0.22,0.45,0.52,0.12,0.02
2753,0.22,0.49,0.52,0.12,0.02
2754,0.22,0.5,0.52,0.12,0.02
2755,0.22,0.51,0.52,0.12,0.02
2756,0.22,0.51,0.52,0.11,0.02
2757,0.22,0.52,0.52,0.11,0.02
2758,0.22,0.52,0.52,0.11,0.02
2759,0.22,0.52,0.52,0.11,0.02
2760,0.22,0.52,0.52,0.11,0.02
2761,0.22,0.52,0.52,0.11,0.02
2762,0.22,0.52,0.52,0.11,0.02
2763,0.25,0.52,0.52,0.12,0.03
2764,0.22,0.52,0.52,0.1,0.02
2765,0.22,0.52,0.52,0.1,0.02
2766,0.22,0.52,0.52,0.11,0.02
2767,0.22,0.52,0.51,0.11,0.02
2768,0.22,0.52,0.52,0.1,0.02
2769,0.22,0.52,0.52,0.11,0.02
2770,0.22,0.52,0.52,0.1,0.02
2771,0.22,0.52,0.51,0.1,0.03
2772,0.22,0.53,0.51,0.11,0.02
2773,0.22,0.53,0.52,0.13,0.03
2774,0.22,0.51,0.51,0.11,0.02
2775,0.22,0.51,0.51,0.11,0.02
2776,0.22,0.49,0.51,0.12,0.02
2777,0.22,0.49,0.51,0.13,0.02
2778,0.22,0.48,0.51,0.14,0.02
2779,0.22,0.46,0.51,0.15,0.02
2780,0.22,0.44,0.5,0.17,0.02
2781,0.22,0.44,0.5,0.17,0.02
2782,0.22,0.43,0.51,0.16,0.02
2783,0.22,0.43,0.5,0.19,0.03
2784,0.22,0.43,0.5,0.15,0.02
2785,0.22,0.42,0.5,0.14,0.02
2786,0.22,0.41,0.5,0.13,0.02
2787,0.22,0.39,0.51,0.13,0.02
2788,0.22,0.38,0.5,0.13,0.02
2789,0.21,0.38,0.51,0.13,0.02
2790,0.22,0.37,0.5,0.12,0.02
2791,0.22,0.36,0.5,0.12,0.02
2792,0.22,0.34,0.5,0.12,0.02
2793,0.22,0.28,0.5,0.12,0.02
2794,0.22,0.33,0.51,0.11,0.02
2795,0.21,0.32,0.51,0.11,0.02
2796,0.22,0.31,0.51,0.11,0.02
2797,0.21,0.32,0.51,0.11,0.02
2798,0.21,0.31,0.51,0.1,0.02
2799,0.21,0.3,0.51,0.11,0.02
2800,0.22,0.27,0.51,0.1,0.02
2801,0.21,0.27,0.51,0.1,0.02
2802,0.22,0.28,0.51,0.1,0.02
2803,0.22,0.29,0.51,0.1,0.02
2804,0.24,0.29,0.51,0.12,0.03
2805,0.21,0.27,0.51,0.1,0.02
2806,0.21,0.27,0.51,0.1,0.02
2807,0.21,0.27,0.51,0.1,0.02
2808,0.21,0.27,0.51,0.1,0.02
2809,0.21,0.27,0.51,0.1,0.02
2810,0.21,0.27,0.51,0.1,0.02
2811,0.21,0.27,0.51,0.1,0.02
2812,0.21,0.27,0.51,0.1,0.02
2813,0.21,0.27,0.53,0.11,0.02
2814,0.21,0.27,0.55,0.14,0.03
2815,0.21,0.27,0.54,0.11,0.02
2816,0.21,0.27,0.54,0.11,0.02
2817,0.21,0.27,0.54,0.11,0.02
2818,0.21,0.27,0.54,0.11,0.02
2819,0.21,0.27,0.54,0.14,0.02
2820,0.2,0.27,0.53,0.17,0.02
2821,0.2,0.27,0.53,0.17,0.02
2822,0.21,0.27,0.53,0.17,0.02
2823,0.21,0.27,0.53,0.17,0.02
2824,0.2,0.27,0.53,0.16,0.02
2825,0.2,0.27,0.53,0.16,0.02
2826,0.2,0.27,0.53,0.15,0.02
2827,0.2,0.27,0.53,0.14,0.02
2828,0.2,0.26,0.53,0.14,0.02
2829,0.2,0.26,0.53,0.13,0.02
2830,0.2,0.27,0.53,0.13,0.02
2831,0.2,0.26,0.53,0.13,0.02
2832,0.2,0.27,0.53,0.13,0.02
2833,0.2,0.26,0.53,0.13,0.02
2834,0.2,0.27,0.53,0.12,0.02
2835,0.22,0.28,0.53,0.13,0.03
2836,0.2,0.26,0.53,0.12,0.02
2837,0.2,0.27,0.53,0.12,0.02
2838,0.2,0.27,0.52,0.12,0.02
2839,0.2,0.26,0.52,0.12,0.02
2840,0.2,0.26,0.52,0.11,0.02
2841,0.2,0.26,0.52,0.11,0.02
2842,0.2,0.27,0.52,0.11,0.02
2843,0.2,0.27,0.52,0.1,0.02
2844,0.2,0.26,0.52,0.1,0.02
2845,0.24,0.29,0.52,0.12,0.03
2846,0.2,0.26,0.52,0.1,0.02
2847,0.2,0.26,0.52,0.11,0.02
2848,0.2,0.26,0.52,0.11,0.02
2849,0.2,0.26,0.52,0.1,0.02
2850,0.2,0.26,0.52,0.1,0.02
2851,0.2,0.26,0.52,0.1,0.02
2852,0.2,0.27,0.51,0.1,0.02
2853,0.2,0.27,0.51,0.1,0.02
2854,0.2,0.26,0.52,0.1,0.02
2855,0.2,0.27,0.53,0.13,0.03
2856,0.2,0.26,0.52,0.11,0.02
2857,0.2,0.26,0.52,0.11,0.02
2858,0.2,0.26,0.52,0.11,0.02
2859,0.2,0.26,0.52,0.11,0.02
2860,0.2,0.26,0.52,0.11,0.02
2861,0.2,0.26,0.52,0.11,0.02
2862,0.19,0.27,0.52,0.12,0.02
2863,0.19,0.27,0.51,0.13,0.02
2864,0.19,0.26,0.51,0.14,0.02
2865,0.19,0.26,0.52,0.17,0.02
2866,0.19,0.26,0.52,0.17,0.02
2867,0.19,0.26,0.52,0.17,0.02
2868,0.19,0.26,0.52,0.16,0.02
2869,0.19,0.27,0.52,0.16,0.02
2870,0.19,0.26,0.52,0.15,0.02
2871,0.19,0.27,0.52,0.15,0.02
2872,0.19,0.27,0.52,0.14,0.02
2873,0.19,0.27,0.52,0.13,0.02
2874,0.19,0.38,0.52,0.13,0.02
2875,0.19,0.4,0.52,0.13,0.02
2876,0.22,0.42,0.52,0.14,0.03
2877,0.19,0.41,0.52,0.12,0.02
2878,0.19,0.42,0.52,0.12,0.02
2879,0.19,0.44,0.52,0.12,0.02
2880,0.19,0.43,0.52,0.12,0.02
2881,0.19,0.43,0.52,0.11,0.02
2882,0.19,0.42,0.52,0.11,0.02
2883,0.19,0.43,0.52,0.11,0.02
2884,0.19,0.43,0.52,0.11,0.02
2885,0.19,0.28,0.52,0.11,0.02
2886,0.19,0.31,0.52,0.13,0.03
2887,0.19,0.35,0.52,0.11,0.02
2888,0.19,0.35,0.52,0.11,0.02
2889,0.19,0.37,0.52,0.11,0.02
2890,0.19,0.36,0.52,0.11,0.02
2891,0.19,0.37,0.52,0.11,0.02
2892,0.19,0.37,0.52,0.1,0.02
2893,0.19,0.28,0.52,0.1,0.02
2894,0.19,0.28,0.52,0.1,0.02
2895,0.19,0.28,0.52,0.1,0.02
2896,0.19,0.28,0.52,0.1,0.03
2897,0.19,0.28,0.52,0.1,0.02
2898,0.19,0.28,0.52,0.1,0.02
2899,0.19,0.28,0.52,0.1,0.02
2900,0.19,0.28,0.52,0.11,0.02
2901,0.19,0.28,0.52,0.13,0.02
2902,0.19,0.28,0.52,0.14,0.02
2903,0.19,0.28,0.52,0.14,0.02
2904,0.19,0.28,0.52,0.15,0.02
2905,0.19,0.28,0.52,0.15,0.02
2906,0.19,0.28,0.52,0.17,0.02
2907,0.19,0.28,0.52,0.16,0.02
2908,0.19,0.27,0.52,0.16,0.02
2909,0.19,0.34,0.52,0.16,0.02
2910,0.19,0.32,0.52,0.15,0.02
2911,0.19,0.46,0.52,0.14,0.02
2912,0.19,0.53,0.52,0.14,0.02
2913,0.19,0.55,0.52,0.13,0.02
2914,0.19,0.57,0.52,0.13,0.02
2915,0.19,0.56,0.52,0.13,0.02
2916,0.19,0.59,0.52,0.13,0.02
2917,0.22,0.6,0.52,0.14,0.03
2918,0.19,0.58,0.52,0.12,0.02
2919,0.19,0.58,0.52,0.12,0.02
2920,0.19,0.38,0.52,0.11,0.02
2921,0.19,0.4,0.52,0.11,0.02
2922,0.19,0.43,0.52,0.11,0.02
2923,0.19,0.29,0.52,0.11,0.02
2924,0.19,0.29,0.52,0.1,0.02
2925,0.19,0.3,0.52,0.11,0.02
2926,0.19,0.29,0.51,0.1,0.02
2927,0.19,0.28,0.53,0.14,0.03
2928,0.19,0.52,0.52,0.1,0.02
2929,0.19,0.52,0.52,0.11,0.02
2930,0.19,0.57,0.52,0.11,0.02
2931,0.19,0.59,0.52,0.1,0.02
2932,0.19,0.6,0.52,0.1,0.02
2933,0.19,0.59,0.52,0.1,0.02
2934,0.19,0.6,0.52,0.1,0.02
2935,0.19,0.61,0.52,0.11,0.02
2936,0.19,0.61,0.52,0.11,0.02
2937,0.19,0.59,0.52,0.11,0.02
2938,0.19,0.58,0.52,0.11,0.02
2939,0.19,0.59,0.52,0.12,0.02
2940,0.19,0.62,0.52,0.13,0.02
2941,0.19,0.63,0.52,0.14,0.03
2942,0.19,0.61,0.52,0.17,0.02
2943,0.19,0.61,0.52,0.17,0.03
2944,0.19,0.61,0.51,0.17,0.02
2945,0.19,0.56,0.52,0.16,0.03
2946,0.19,0.6,0.52,0.16,0.03
2947,0.19,0.64,0.52,0.15,0.03
2948,0.21,0.63,0.52,0.16,0.03
2949,0.19,0.62,0.52,0.14,0.03
2950,0.19,0.62,0.52,0.13,0.02
2951,0.19,0.6,0.52,0.13,0.02
2952,0.19,0.62,0.52,0.13,0.03
2953,0.19,0.61,0.52,0.12,0.03
2954,0.19,0.59,0.52,0.12,0.02
2955,0.19,0.58,0.52,0.12,0.03
2956,0.19,0.6,0.52,0.12,0.03
2957,0.19,0.6,0.52,0.11,0.02
2958,0.24,0.61,0.52,0.12,0.04
2959,0.19,0.64,0.52,0.1,0.02
2960,0.19,0.63,0.52,0.1,0.02
2961,0.19,0.63,0.52,0.1,0.02
2962,0.19,0.64,0.52,0.11,0.03
2963,0.19,0.63,0.52,0.11,0.02
2964,0.19,0.63,0.52,0.1,0.02
2965,0.19,0.62,0.52,0.1,0.02
2966,0.19,0.62,0.52,0.1,0.02
2967,0.19,0.63,0.52,0.1,0.02
2968,0.19,0.62,0.53,0.14,0.03
2969,0.19,0.63,0.52,0.11,0.02
2970,0.19,0.63,0.52,0.1,0.02
2971,0.19,0.61,0.52,0.1,0.02
2972,0.19,0.62,0.52,0.1,0.02
2973,0.19,0.62,0.52,0.1,0.02
2974,0.19,0.62,0.52,0.1,0.02
2975,0.19,0.61,0.52,0.1,0.02
2976,0.19,0.59,0.52,0.1,0.02
2977,0.19,0.6,0.52,0.1,0.03
2978,0.19,0.6,0.52,0.1,0.02
2979,0.19,0.55,0.52,0.11,0.02
2980,0.19,0.58,0.52,0.11,0.02
2981,0.19,0.59,0.52,0.11,0.03
2982,0.19,0.59,0.52,0.11,0.03
2983,0.19,0.59,0.52,0.12,0.02
2984,0.19,0.6,0.52,0.14,0.02
2985,0.19,0.54,0.52,0.15,0.02
2986,0.19,0.55,0.52,0.17,0.02
2987,0.19,0.58,0.52,0.17,0.02
2988,0.19,0.58,0.52,0.17,0.02
2989,0.24,0.59,0.52,0.19,0.03
2990,0.19,0.59,0.52,0.16,0.02
2991,0.19,0.59,0.52,0.15,0.03
2992,0.19,0.59,0.52,0.14,0.02
2993,0.19,0.59,0.52,0.14,0.03
2994,0.19,0.54,0.52,0.13,0.02
2995,0.19,0.54,0.52,0.13,0.02
2996,0.19,0.56,0.52,0.13,0.02
2997,0.19,0.55,0.52,0.13,0.02
2998,0.19,0.56,0.52,0.13,0.03
2999,0.19,0.55,0.52,0.12,0.02
3000,0.19,0.56,0.52,0.12,0.03
3001,0.19,0.54,0.52,0.12,0.02
3002,0.18,0.53,0.52,0.11,0.03
3003,0.19,0.54,0.52,0.11,0.02
3004,0.19,0.53,0.52,0.11,0.03
3005,0.19,0.53,0.52,0.1,0.02
3006,0.19,0.52,0.52,0.1,0.02
3007,0.19,0.52,0.52,0.1,0.02
3008,0.19,0.52,0.52,0.1,0.02
3009,0.19,0.5,0.52,0.1,0.02
3010,0.23,0.54,0.52,0.12,0.03
3011,0.19,0.53,0.52,0.1,0.02
3012,0.19,0.52,0.52,0.1,0.02
3013,0.19,0.48,0.52,0.1,0.02
3014,0.19,0.48,0.52,0.1,0.02
3015,0.19,0.47,0.52,0.1,0.02
3016,0.19,0.34,0.52,0.1,0.02
3017,0.19,0.29,0.52,0.1,0.02
3018,0.19,0.26,0.52,0.1,0.02
3019,0.19,0.24,0.52,0.1,0.02
3020,0.19,0.24,0.52,0.1,0.03
3021,0.19,0.25,0.52,0.1,0.02
3022,0.19,0.25,0.52,0.1,0.02
3023,0.19,0.26,0.52,0.11,0.02
3024,0.19,0.26,0.52,0.13,0.02
3025,0.19,0.26,0.52,0.14,0.02
3026,0.19,0.26,0.52,0.14,0.02
3027,0.19,0.25,0.52,0.14,0.02
3028,0.19,0.25,0.52,0.13,0.02
3029,0.19,0.25,0.52,0.13,0.02
3030,0.19,0.25,0.52,0.13,0.02
3031,0.22,0.27,0.52,0.14,0.03
3032,0.19,0.25,0.52,0.13,0.02
3033,0.19,0.25,0.52,0.13,0.02
3034,0.19,0.25,0.51,0.13,0.02
3035,0.19,0.25,0.52,0.13,0.02
3036,0.19,0.26,0.52,0.12,0.02
3037,0.19,0.26,0.51,0.12,0.02
3038,0.19,0.25,0.52,0.12,0.02
3039,0.19,0.26,0.52,0.11,0.02
3040,0.19,0.25,0.52,0.11,0.02
3041,0.19,0.25,0.52,0.15,0.03
3042,0.19,0.25,0.52,0.1,0.02
3043,0.19,0.25,0.52,0.1,0.02
3044,0.19,0.26,0.52,0.1,0.02
3045,0.19,0.27,0.52,0.1,0.02
3046,0.19,0.27,0.52,0.1,0.02
3047,0.19,0.28,0.52,0.1,0.02
3048,0.19,0.28,0.52,0.1,0.02
3049,0.19,0.3,0.52,0.1,0.02
3050,0.19,0.32,0.52,0.1,0.02
3051,0.19,0.31,0.52,0.1,0.02
3052,0.23,0.33,0.52,0.12,0.03
3053,0.19,0.31,0.52,0.1,0.02
3054,0.19,0.31,0.52,0.1,0.02
3055,0.19,0.32,0.52,0.1,0.02
3056,0.19,0.33,0.52,0.1,0.02
3057,0.19,0.34,0.52,0.1,0.02
3058,0.18,0.34,0.51,0.1,0.02
3059,0.18,0.35,0.52,0.1,0.02
3060,0.18,0.37,0.51,0.1,0.02
3061,0.18,0.38,0.52,0.1,0.02
3062,0.18,0.38,0.51,0.1,0.02
3063,0.18,0.37,0.51,0.1,0.02
3064,0.18,0.33,0.51,0.1,0.02
3065,0.18,0.3,0.51,0.1,0.02
3066,0.18,0.3,0.51,0.1,0.02
3067,0.18,0.29,0.51,0.12,0.02
3068,0.18,0.28,0.51,0.13,0.02
3069,0.18,0.28,0.51,0.13,0.02
3070,0.18,0.28,0.51,0.13,0.02
3071,0.18,0.28,0.51,0.13,0.02
3072,0.18,0.28,0.51,0.13,0.02
3073,0.21,0.29,0.51,0.14,0.02
3074,0.18,0.28,0.51,0.13,0.02
